Primary Key,Structure
Hanson2016_661,Palaestra
Hanson2016_661,Temple
Hanson2016_661,Temple
Hanson2016_661,Urban grid
Hanson2016_661,Walls
Hanson2016_662,Fort
Hanson2016_663,Temple (Gallo-Roman)
Hanson2016_664,Arch of Constantius Chlorus
Hanson2016_664,Arch of Probus
Hanson2016_664,Baths
Hanson2016_664,Temple
Hanson2016_664,Theatre
Hanson2016_664,Unidentified public building
Hanson2016_664,Urban grid
Hanson2016_664,Walls
Hanson2016_664,Walls
Hanson2016_665,Baths
Hanson2016_665,Fort
Hanson2016_665,Fort
Hanson2016_665,Fort
Hanson2016_665,Fort
Hanson2016_665,Mithraeum
Hanson2016_665,Temple of Jupiter Dolichenus
Hanson2016_665,Temple of Sirona
Hanson2016_666,Baths
Hanson2016_666,Baths
Hanson2016_666,Baths
Hanson2016_666,Fort
Hanson2016_666,Temple
Hanson2016_667,Amphitheatre
Hanson2016_667,Aqueduct
Hanson2016_667,Basilica
Hanson2016_667,Baths
Hanson2016_667,Fort
Hanson2016_667,Forum
Hanson2016_667,Theatre
Hanson2016_667,Walls
Hanson2016_668,Amphitheatre (First)
Hanson2016_668,Amphitheatre (Second)
Hanson2016_668,Baths
Hanson2016_668,Baths
Hanson2016_668,Bridge
Hanson2016_668,Bridge
Hanson2016_668,Curia
Hanson2016_668,Fort
Hanson2016_668,Forum-basilica
Hanson2016_668,Market
Hanson2016_668,Sanctuary
Hanson2016_668,Sanctuary
Hanson2016_668,Temple
Hanson2016_668,Temple
Hanson2016_668,Temple
Hanson2016_668,Temple
Hanson2016_668,Temple ('capitolium')
Hanson2016_668,Temple of Jupiter
Hanson2016_668,Theatre (First)
Hanson2016_668,Theatre (Second)
Hanson2016_668,Urban grid
Hanson2016_668,Walls
Hanson2016_669,Amphitheatre
Hanson2016_669,Baths
Hanson2016_669,Baths
Hanson2016_669,Baths
Hanson2016_669,Curia
Hanson2016_669,Forum
Hanson2016_669,Sanctuary (Le Cigognier)
Hanson2016_669,Temple
Hanson2016_669,Temple
Hanson2016_669,Temple of Jupiter
Hanson2016_669,Temple of Mercury or Matronae (La Grange du Dime)
Hanson2016_669,Theatre-sanctuary
Hanson2016_669,Urban grid
Hanson2016_669,Walls
Hanson2016_670,Aqueduct
Hanson2016_670,Arch
Hanson2016_670,Baths
Hanson2016_670,Forum
Hanson2016_670,Sanctuary
Hanson2016_670,Temple
Hanson2016_670,Temple
Hanson2016_670,Temple
Hanson2016_670,Theatre
Hanson2016_670,Urban grid
Hanson2016_671,Basilica
Hanson2016_671,Fort
Hanson2016_671,Forum
Hanson2016_671,Temple
Hanson2016_671,Theatre
Hanson2016_671,Urban grid
Hanson2016_671,Walls
Hanson2016_672,Basilica
Hanson2016_672,Baths
Hanson2016_672,Forum
Hanson2016_672,Sanctuary
Hanson2016_672,Sanctuary of Hercules
Hanson2016_672,Sanctuary of Neptune
Hanson2016_672,Temple
Hanson2016_672,Urban grid
Hanson2016_673,Amphitheatre?
Hanson2016_673,Aqueduct
Hanson2016_673,Fort
Hanson2016_673,Sanctuary of Mogon
Hanson2016_673,Theatre
Hanson2016_673,Walls
Hanson2016_674,Basilica
Hanson2016_674,Baths
Hanson2016_674,Forum
Hanson2016_674,Forum
Hanson2016_674,Macellum
Hanson2016_674,Mithraeum
Hanson2016_674,Theatre-amphitheatre
Hanson2016_674,Urban grid
Hanson2016_675,Amphitheatre
Hanson2016_675,Fort
Hanson2016_675,Fort
Hanson2016_675,Fort
Hanson2016_675,Forum
Hanson2016_675,Temple
Hanson2016_675,Urban grid?
Hanson2016_675,Walls
Hanson2016_676,Baths
Hanson2016_676,Forum?
Hanson2016_676,Urban grid
Hanson2016_677,Aqueduct
Hanson2016_677,Baths
Hanson2016_677,Theatre
Hanson2016_677,Walls
Hanson2016_678,Baths
Hanson2016_678,Forum
Hanson2016_678,Temple
Hanson2016_678,Temple?
Hanson2016_678,Walls
Hanson2016_679,Acropolis
Hanson2016_679,Amphitheatre
Hanson2016_679,Aqueduct
Hanson2016_679,Arch of Marcus Aurelius ('Black Gate')
Hanson2016_679,Baths
Hanson2016_679,Bridge
Hanson2016_679,Forum?
Hanson2016_679,Nymphaeum
Hanson2016_679,Sanctuary of Mercury Cissionius
Hanson2016_679,Temple
Hanson2016_679,Temple
Hanson2016_679,Temple ('capitolium')
Hanson2016_679,Theatre
Hanson2016_679,Urban grid
Hanson2016_679,Walls
Hanson2016_679,Walls
Hanson2016_680,Amphitheatre
Hanson2016_680,Aqueduct
Hanson2016_680,Fort
Hanson2016_680,Forum
Hanson2016_680,Walls
Hanson2016_681,Temple of Neto / Mars?
Hanson2016_682,Forum?
Hanson2016_682,Walls
Hanson2016_683,Baths
Hanson2016_683,Baths
Hanson2016_683,Bridge
Hanson2016_683,Forum?
Hanson2016_683,Walls
Hanson2016_684,Basilica
Hanson2016_684,Baths
Hanson2016_684,Baths
Hanson2016_684,Comitium
Hanson2016_684,Temple of Augustus
Hanson2016_684,Urban grid
Hanson2016_684,Walls
Hanson2016_686,Baths
Hanson2016_686,Baths
Hanson2016_686,Forum
Hanson2016_686,Theatre?
Hanson2016_686,Unidentified public building
Hanson2016_686,Urban grid
Hanson2016_686,Walls
Hanson2016_686,Walls
Hanson2016_687,Aqueduct
Hanson2016_687,Aqueduct
Hanson2016_687,Baths
Hanson2016_687,Forum
Hanson2016_687,Harbour
Hanson2016_687,Temple
Hanson2016_687,Temple
Hanson2016_687,Temple ('capitolium')
Hanson2016_687,Theatre
Hanson2016_687,Urban grid
Hanson2016_687,Walls
Hanson2016_688,Baths
Hanson2016_688,Nymphaeum
Hanson2016_688,Temple
Hanson2016_688,Temple
Hanson2016_688,Theatre
Hanson2016_688,Walls
Hanson2016_690,Amphitheatre
Hanson2016_690,Aqueduct
Hanson2016_690,Baths?
Hanson2016_690,Forum
Hanson2016_690,Macellum
Hanson2016_690,Sanctuary of Tongoenabiagus
Hanson2016_690,Temple of Isis?
Hanson2016_690,Temple of the imperial cult
Hanson2016_690,Theatre
Hanson2016_690,Urban grid
Hanson2016_690,Walls
Hanson2016_691,Aqueduct
Hanson2016_691,Basilica
Hanson2016_691,Baths
Hanson2016_691,Forum
Hanson2016_691,Temple of Augustus
Hanson2016_691,Temple of Augustus
Hanson2016_691,Theatre
Hanson2016_691,Walls
Hanson2016_692,Amphitheatre
Hanson2016_692,Aqueduct
Hanson2016_692,Baths
Hanson2016_692,Bridge
Hanson2016_692,Circus
Hanson2016_693,Amphitheatre
Hanson2016_693,Aqueduct
Hanson2016_693,Comitium
Hanson2016_693,Curia
Hanson2016_693,Forum
Hanson2016_693,Palaestra
Hanson2016_693,Temple
Hanson2016_693,Temple ('capitolium')
Hanson2016_693,Temple of Asclepius
Hanson2016_693,Temple of Baal / Jupiter
Hanson2016_693,Temple of Eshmun / Asclepius
Hanson2016_693,Temple of the Augustales
Hanson2016_693,Theatre
Hanson2016_693,Walls
Hanson2016_694,Circus
Hanson2016_694,Temple
Hanson2016_694,Theatre
Hanson2016_694,Walls
Hanson2016_695,Bridge
Hanson2016_695,Theatre
Hanson2016_696,Basilica
Hanson2016_696,Baths
Hanson2016_696,Baths
Hanson2016_696,Forum
Hanson2016_696,Temple of Jupiter
Hanson2016_696,Theatre
Hanson2016_696,Unidentified public building
Hanson2016_696,Urban grid
Hanson2016_698,Temple of Artemis?
Hanson2016_700,Agora
Hanson2016_700,Amphitheatre
Hanson2016_700,Basilica
Hanson2016_700,Baths
Hanson2016_700,Curia
Hanson2016_700,Forum
Hanson2016_700,Harbour
Hanson2016_700,Macellum
Hanson2016_700,Palaestra
Hanson2016_700,Stoa
Hanson2016_700,Temple ('capitolium')
Hanson2016_700,Temple of Artemis
Hanson2016_700,Temple of Asclepius
Hanson2016_700,Temple of Serapis
Hanson2016_700,Urban grid
Hanson2016_700,Walls (Neapolis)
Hanson2016_700,Walls (Palaepolis)
Hanson2016_700,Walls (Roman)
Hanson2016_703,Forum
Hanson2016_703,Temple
Hanson2016_703,Urban grid
Hanson2016_703,Walls
Hanson2016_703,Walls
Hanson2016_705,Forum
Hanson2016_705,Harbour
Hanson2016_705,Urban grid
Hanson2016_706,Forum
Hanson2016_706,Urban grid
Hanson2016_706,Walls
Hanson2016_708,Amphitheatre
Hanson2016_708,Baths
Hanson2016_708,Forum?
Hanson2016_708,Urban grid?
Hanson2016_708,Walls
Hanson2016_710,Forum
Hanson2016_711,Baths
Hanson2016_711,Baths
Hanson2016_711,Curia
Hanson2016_711,Forum
Hanson2016_713,Baths
Hanson2016_713,Baths
Hanson2016_713,Forum
Hanson2016_713,Temple
Hanson2016_713,Temple
Hanson2016_713,Walls
Hanson2016_714,Amphitheatre?
Hanson2016_714,Aqueduct?
Hanson2016_714,Basilica?
Hanson2016_714,Baths
Hanson2016_714,Bridge
Hanson2016_714,Curia?
Hanson2016_714,Mithraeum
Hanson2016_714,Palaestra?
Hanson2016_714,Sanctuary of Cybele?
Hanson2016_714,Temple ('capitolium')
Hanson2016_714,Temple of Apollo?
Hanson2016_714,Temple of Augustus
Hanson2016_714,Temple of Bacchus?
Hanson2016_714,Temple of Caelestis
Hanson2016_714,Temple of Diana
Hanson2016_714,Temple of Hercules?
Hanson2016_714,Temple of Isis Augusta?
Hanson2016_714,Temple of Isis Claudia?
Hanson2016_714,Temple of Mars?
Hanson2016_714,Temple of Mercury?
Hanson2016_714,Temple of the Lares?
Hanson2016_714,Temple of Venus?
Hanson2016_714,Temple of Vulcan?
Hanson2016_714,Theatre?
Hanson2016_714,Walls
Hanson2016_715,Forum
Hanson2016_715,Fountain?
Hanson2016_715,Harbour
Hanson2016_715,Temple of Magna Mater and Attis
Hanson2016_715,Theatre
Hanson2016_715,Urban grid?
Hanson2016_715,Walls
Hanson2016_717,Baths?
Hanson2016_717,Forum
Hanson2016_717,Temple
Hanson2016_717,Theatre or amphitheatre?
Hanson2016_717,Walls
Hanson2016_718,Theatre
Hanson2016_718,Walls
Hanson2016_721,Amphitheatre?
Hanson2016_721,Forum
Hanson2016_721,Temple ('capitolium')
Hanson2016_721,Theatre
Hanson2016_721,Urban grid?
Hanson2016_721,Walls
Hanson2016_722,Baths
Hanson2016_722,Forum
Hanson2016_722,Macellum
Hanson2016_722,Urban grid?
Hanson2016_723,Agora
Hanson2016_723,Temple ('capitolium')
Hanson2016_723,Urban grid
Hanson2016_725,Acropolis
Hanson2016_725,Aqueduct
Hanson2016_725,Circus
Hanson2016_725,Forum
Hanson2016_725,Temple
Hanson2016_725,Temple ('capitolium')
Hanson2016_725,Temple of Diana
Hanson2016_725,Theatre
Hanson2016_725,Urban grid?
Hanson2016_725,Walls
Hanson2016_727,Forum?
Hanson2016_727,Urban grid?
Hanson2016_727,Walls
Hanson2016_728,Acropolis
Hanson2016_728,Amphitheatre
Hanson2016_728,Aqueduct
Hanson2016_728,Basilica?
Hanson2016_728,Baths (Flavian)
Hanson2016_728,Circus?
Hanson2016_728,Curia
Hanson2016_728,Forum
Hanson2016_728,Gymnasium
Hanson2016_728,Macellum?
Hanson2016_728,Sanctuary of Diana
Hanson2016_728,Theatre
Hanson2016_728,Walls
Hanson2016_729,Aqueduct
Hanson2016_729,Bridge
Hanson2016_729,Bridge
Hanson2016_730,Amphitheatre?
Hanson2016_730,Walls
Hanson2016_731,Amphitheatre
Hanson2016_731,Aqueduct
Hanson2016_731,Aqueduct
Hanson2016_731,Arch of Bara
Hanson2016_731,Basilica
Hanson2016_731,Baths
Hanson2016_731,Capitolium
Hanson2016_731,Circus
Hanson2016_731,Comitium
Hanson2016_731,Fort?
Hanson2016_731,Forum
Hanson2016_731,Harbour
Hanson2016_731,Nymphaeum
Hanson2016_731,Temple of Augustus
Hanson2016_731,Temple of Isis?
Hanson2016_731,Temple of Jupiter Ammon?
Hanson2016_731,Temple of Jupiter and Europa
Hanson2016_731,Theatre
Hanson2016_731,Urban grid
Hanson2016_731,Walls (Iberian)
Hanson2016_731,Walls (Republican)
Hanson2016_731,Walls (Roman)
Hanson2016_732,Acropolis
Hanson2016_732,Aqueduct?
Hanson2016_732,Basilica
Hanson2016_732,Baths
Hanson2016_732,Baths
Hanson2016_732,Baths?
Hanson2016_732,Forum
Hanson2016_732,Temple
Hanson2016_732,Walls
Hanson2016_732,Walls
Hanson2016_733,Amphitheatre
Hanson2016_733,Aqueduct
Hanson2016_733,Circus
Hanson2016_733,Theatre
Hanson2016_735,Basilica
Hanson2016_735,Baths
Hanson2016_735,Forum
Hanson2016_735,Walls
Hanson2016_736,Circus?
Hanson2016_736,Forum
Hanson2016_736,Temple
Hanson2016_736,Urban grid
Hanson2016_736,Walls
Hanson2016_737,Walls
Hanson2016_739,Amphitheatre
Hanson2016_739,Forum
Hanson2016_739,Temple
Hanson2016_739,Temple
Hanson2016_739,Theatre
Hanson2016_739,Urban grid?
Hanson2016_739,Walls
Hanson2016_740,Amphitheatre
Hanson2016_740,Aqueduct
Hanson2016_740,Baths
Hanson2016_740,Forum
Hanson2016_740,Forum?
Hanson2016_740,Temple ('capitolium')
Hanson2016_740,Theatre
Hanson2016_740,Urban grid?
Hanson2016_740,Walls
Hanson2016_740,Walls
Hanson2016_741,Forum
Hanson2016_741,Theatre
Hanson2016_741,Urban grid
Hanson2016_741,Walls
Hanson2016_742,Aqueduct
Hanson2016_742,Circus
Hanson2016_742,Temple
Hanson2016_742,Walls
Hanson2016_743,Amphitheatre
Hanson2016_743,Baths
Hanson2016_743,Forum
Hanson2016_743,Theatre
Hanson2016_743,Urban grid
Hanson2016_743,Walls
Hanson2016_744,Circus?
Hanson2016_744,Forum
Hanson2016_744,Sanctuary
Hanson2016_744,Sanctuary
Hanson2016_744,Sanctuary of Venus Libitina
Hanson2016_744,Walls
Hanson2016_745,Acropolis
Hanson2016_745,Amphitheatre
Hanson2016_745,Aqueduct
Hanson2016_745,Circus?
Hanson2016_745,Harbour
Hanson2016_745,Odeum
Hanson2016_745,Temple of Asclepius
Hanson2016_745,Temple of Fortuna
Hanson2016_745,Walls
Hanson2016_746,Baths
Hanson2016_746,Temple
Hanson2016_746,Temple of the Augustales
Hanson2016_747,Amphitheatre
Hanson2016_747,Arch
Hanson2016_747,Basilica
Hanson2016_747,Baths
Hanson2016_747,Capitolium?
Hanson2016_747,Temple
Hanson2016_747,Temple
Hanson2016_747,Temple
Hanson2016_747,Temple
Hanson2016_747,Temple of Hercules Liberator
Hanson2016_747,Theatre
Hanson2016_747,Urban grid
Hanson2016_747,Walls
Hanson2016_747,Walls
Hanson2016_748,Basilica
Hanson2016_748,Forum
Hanson2016_748,Temple of Castor and Pollux
Hanson2016_748,Temple of Juno
Hanson2016_748,Urban grid?
Hanson2016_748,Walls
Hanson2016_748,Walls
Hanson2016_749,Acropolis
Hanson2016_749,Baths
Hanson2016_749,Temple
Hanson2016_749,Temple of Ceres and Proserpina
Hanson2016_749,Theatre
Hanson2016_749,Walls
Hanson2016_749,Walls
Hanson2016_750,Acropolis
Hanson2016_750,Arch
Hanson2016_750,Temple of Mercury Lanarius
Hanson2016_750,Walls
Hanson2016_751,Amphitheatre
Hanson2016_751,Baths
Hanson2016_751,Baths
Hanson2016_751,Urban grid
Hanson2016_751,Walls
Hanson2016_752,Amphitheatre
Hanson2016_752,Aqueduct
Hanson2016_752,Temple
Hanson2016_752,Walls
Hanson2016_753,Baths
Hanson2016_753,Baths of Venus
Hanson2016_753,Lighthouse (Pharos)
Hanson2016_753,Nymphaeum
Hanson2016_753,Temple ('of Mercuy')
Hanson2016_753,Temple of Diana
Hanson2016_753,Theatre-nymphaeum
Hanson2016_754,Aqueduct
Hanson2016_754,Aqueduct
Hanson2016_754,Circus
Hanson2016_754,Forum?
Hanson2016_754,Temple of Veiovis?
Hanson2016_754,Theatre
Hanson2016_754,Urban grid?
Hanson2016_754,Walls
Hanson2016_754,Walls
Hanson2016_755,Acropolis
Hanson2016_755,Walls
Hanson2016_755,Walls
Hanson2016_756,Forum
Hanson2016_756,Urban grid
Hanson2016_756,Walls
Hanson2016_756,Walls
Hanson2016_757,Amphitheatre
Hanson2016_757,Baths
Hanson2016_757,Baths
Hanson2016_757,Forum
Hanson2016_757,Palaestra
Hanson2016_757,Sanctuary
Hanson2016_757,Temple
Hanson2016_757,Theatre
Hanson2016_757,Unidentified public building
Hanson2016_757,Walls
Hanson2016_757,Walls
Hanson2016_758,Amphitheatre
Hanson2016_758,Amphitheatre
Hanson2016_758,Aqueduct
Hanson2016_758,Arch
Hanson2016_758,Baths
Hanson2016_758,Capitolium
Hanson2016_758,Circus
Hanson2016_758,Comitium
Hanson2016_758,Curia
Hanson2016_758,Forum
Hanson2016_758,Macellum
Hanson2016_758,Mithraeum
Hanson2016_758,Sanctuary
Hanson2016_758,Sanctuary of Diana Tifatina
Hanson2016_758,Theatre
Hanson2016_758,Urban grid
Hanson2016_758,Walls
Hanson2016_759,Bridge
Hanson2016_760,Acropolis
Hanson2016_760,Amphitheatre
Hanson2016_760,Aqueduct
Hanson2016_760,Baths
Hanson2016_760,Forum
Hanson2016_760,Temple
Hanson2016_760,Temple of Jupiter
Hanson2016_760,Theatre
Hanson2016_760,Walls
Hanson2016_761,Walls
Hanson2016_762,Walls
Hanson2016_762,Walls
Hanson2016_763,Aqueduct
Hanson2016_763,Bridge
Hanson2016_763,Walls
Hanson2016_764,Acropolis
Hanson2016_764,Amphitheatre?
Hanson2016_764,Urban grid?
Hanson2016_764,Walls
Hanson2016_765,Amphitheatre?
Hanson2016_765,Aqueduct
Hanson2016_765,Forum?
Hanson2016_765,Urban grid?
Hanson2016_765,Walls
Hanson2016_766,Acropolis
Hanson2016_766,Arch
Hanson2016_766,Temple of Castor and Pollux
Hanson2016_766,Temple of Hercules
Hanson2016_766,Theatre
Hanson2016_766,Walls
Hanson2016_768,Acropolis
Hanson2016_768,Agora
Hanson2016_768,Amphitheatre
Hanson2016_768,Aqueduct
Hanson2016_768,Aqueduct
Hanson2016_768,Arch (Arco Felice)
Hanson2016_768,Baths (Central)
Hanson2016_768,Baths (Forum)
Hanson2016_768,Capitolium
Hanson2016_768,Cave of the Sybil
Hanson2016_768,Circus
Hanson2016_768,Temple
Hanson2016_768,Temple ('of Jupiter')
Hanson2016_768,Temple of Apollo
Hanson2016_768,Temple of Hera
Hanson2016_768,Temple of Isis
Hanson2016_768,Temple of Vespasian
Hanson2016_768,Temple of Zeus
Hanson2016_768,Theatre
Hanson2016_768,Walls
Hanson2016_769,Amphitheatre
Hanson2016_769,Baths
Hanson2016_769,Temple
Hanson2016_769,Urban grid
Hanson2016_769,Walls
Hanson2016_770,Acropolis
Hanson2016_770,Amphitheatre
Hanson2016_770,Basilica
Hanson2016_770,Forum
Hanson2016_770,Macellum
Hanson2016_770,Macellum
Hanson2016_770,Temple?
Hanson2016_770,Theatre
Hanson2016_770,Urban grid
Hanson2016_770,Walls
Hanson2016_771,Amphitheatre
Hanson2016_771,Aqueduct
Hanson2016_771,Capitolium
Hanson2016_771,Forum?
Hanson2016_771,Temple
Hanson2016_771,Theatre
Hanson2016_771,Urban grid
Hanson2016_771,Walls
Hanson2016_772,Amphitheatre?
Hanson2016_773,Amphitheatre
Hanson2016_773,Aqueduct
Hanson2016_773,Walls
Hanson2016_774,Amphitheatre
Hanson2016_774,Aqueduct
Hanson2016_774,Baths
Hanson2016_774,Forum
Hanson2016_774,Macellum
Hanson2016_774,Temple of Hercules
Hanson2016_774,Urban grid
Hanson2016_774,Walls
Hanson2016_774,Walls
Hanson2016_775,Aqueduct
Hanson2016_775,Curia
Hanson2016_775,Forum
Hanson2016_775,Temple
Hanson2016_775,Temple of Augustus
Hanson2016_775,Temple of Juno Gabina?
Hanson2016_775,Theatre-sanctuary
Hanson2016_775,Urban grid
Hanson2016_775,Walls
Hanson2016_776,Arch
Hanson2016_776,Arch
Hanson2016_776,Basilica
Hanson2016_776,Baths
Hanson2016_776,Baths
Hanson2016_776,Baths (Central)
Hanson2016_776,Capitolium?
Hanson2016_776,Palaestra
Hanson2016_776,Shrine of Hercules
Hanson2016_776,Temple of the imperial cult
Hanson2016_776,Theatre
Hanson2016_776,Unidentified public building
Hanson2016_776,Urban grid
Hanson2016_776,Walls
Hanson2016_777,Aqueduct
Hanson2016_777,Baths
Hanson2016_777,Bridge
Hanson2016_777,Forum
Hanson2016_777,Temple
Hanson2016_777,Urban grid?
Hanson2016_779,Acropolis
Hanson2016_779,Amphitheatre
Hanson2016_779,Temple
Hanson2016_779,Temple of Hercules?
Hanson2016_779,Temple of Juno
Hanson2016_779,Temple of Jupiter
Hanson2016_779,Theatre
Hanson2016_779,Walls
Hanson2016_780,Acropolis
Hanson2016_780,Baths
Hanson2016_780,Sanctuary of Minerva
Hanson2016_780,Sanctuary of Sol Indigetes
Hanson2016_780,Walls
Hanson2016_781,Amphitheatre
Hanson2016_781,Basilica
Hanson2016_781,Bridge
Hanson2016_781,Forum
Hanson2016_781,Temple ('capitolium')
Hanson2016_781,Theatre
Hanson2016_782,Amphitheatre
Hanson2016_782,Aqueduct
Hanson2016_782,Basilica
Hanson2016_782,Baths
Hanson2016_782,Forum
Hanson2016_782,Forum
Hanson2016_782,Temple
Hanson2016_782,Temple
Hanson2016_782,Temple (B)
Hanson2016_782,Temple ('capitolium')
Hanson2016_782,Temple (L)
Hanson2016_782,Temple of Rome and Augustus?
Hanson2016_782,Theatre
Hanson2016_782,Urban grid
Hanson2016_782,Urban grid
Hanson2016_782,Walls
Hanson2016_783,Aqueduct
Hanson2016_783,Aqueduct
Hanson2016_783,Baths
Hanson2016_783,Forum
Hanson2016_783,Harbour
Hanson2016_783,Naval base
Hanson2016_783,Temple of the imperial cult
Hanson2016_783,Theatre
Hanson2016_784,Agora
Hanson2016_784,Amphitheatre
Hanson2016_784,Baths
Hanson2016_784,Baths
Hanson2016_784,Harbour
Hanson2016_784,Macellum
Hanson2016_784,Odeum
Hanson2016_784,Sanctuary of Demeter and Kore?
Hanson2016_784,Stadium
Hanson2016_784,Temple of the Dioscuri
Hanson2016_784,Theatre
Hanson2016_784,Urban grid
Hanson2016_784,Walls
Hanson2016_784,Walls
Hanson2016_784,Walls
Hanson2016_785,Amphitheatre
Hanson2016_785,Baths
Hanson2016_785,Baths
Hanson2016_785,Temple ('capitolium')
Hanson2016_785,Temple of Augustus
Hanson2016_785,Temple of Jupiter
Hanson2016_785,Theatre
Hanson2016_785,Urban grid
Hanson2016_785,Walls
Hanson2016_786,Acropolis
Hanson2016_786,Acropolis
Hanson2016_786,Baths
Hanson2016_786,Forum
Hanson2016_786,Temple
Hanson2016_786,Temple
Hanson2016_786,Temple of Diana
Hanson2016_786,Temple of Juno Lucina
Hanson2016_786,Urban grid
Hanson2016_786,Urban grid
Hanson2016_786,Walls
Hanson2016_787,Amphitheatre
Hanson2016_787,Theatre
Hanson2016_787,Urban grid
Hanson2016_787,Walls
Hanson2016_788,Amphitheatre
Hanson2016_788,Aqueduct
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths
Hanson2016_788,Baths (Forum)
Hanson2016_788,Baths (Porta Mariana)
Hanson2016_788,Baths of Hadrian
Hanson2016_788,Baths of Neptune
Hanson2016_788,Building of the Vigiles
Hanson2016_788,Capitolium?
Hanson2016_788,Forum
Hanson2016_788,Market ('Square of the Corporations')
Hanson2016_788,Temple
Hanson2016_788,Temple of Bellona
Hanson2016_788,Temple of Bona Dea
Hanson2016_788,Temple of Castor and Pollux
Hanson2016_788,Temple of Cybele
Hanson2016_788,Temple of Hercules
Hanson2016_788,Temple of Isis
Hanson2016_788,Temple of Rome and Augustus
Hanson2016_788,Temple of Serapis
Hanson2016_788,Temple of Vulcan
Hanson2016_788,Theatre
Hanson2016_788,Walls
Hanson2016_788,Walls
Hanson2016_789,Forum?
Hanson2016_789,Temple of Apollo
Hanson2016_789,Temple of Manth
Hanson2016_789,Urban grid
Hanson2016_790,Amphitheatre
Hanson2016_790,Aqueduct
Hanson2016_790,Arch
Hanson2016_790,Arch
Hanson2016_790,Basilica
Hanson2016_790,Baths (Central)
Hanson2016_790,Baths (Forum)
Hanson2016_790,Baths (Stabian)
Hanson2016_790,Baths (Suburban)
Hanson2016_790,Forum
Hanson2016_790,Forum (Triangular)
Hanson2016_790,Macellum
Hanson2016_790,Odeum
Hanson2016_790,Palaestra
Hanson2016_790,Palaestra
Hanson2016_790,Public offices
Hanson2016_790,Sanctuary of the Lares
Hanson2016_790,Temple (Doric)
Hanson2016_790,Temple of Apollo
Hanson2016_790,Temple of Asclepius
Hanson2016_790,Temple of Fortuna Augusta
Hanson2016_790,Temple of Isis
Hanson2016_790,Temple of Jupiter ('capitolium')
Hanson2016_790,Temple of the Genius of the Emperor
Hanson2016_790,Temple of Venus
Hanson2016_790,Temple of Vespasian
Hanson2016_790,Theatre
Hanson2016_790,Unidentified public building (Building of Eumachia)
Hanson2016_790,Urban grid
Hanson2016_790,Urban grid
Hanson2016_790,Urban grid
Hanson2016_790,Urban grid
Hanson2016_790,Urban grid
Hanson2016_790,Walls
Hanson2016_790,Walls
Hanson2016_791,Odeum?
Hanson2016_792,Amphitheatre
Hanson2016_792,Baths
Hanson2016_792,Forum
Hanson2016_792,Temple of Fortuna Primagenia
Hanson2016_792,Temple of Hercules
Hanson2016_792,Theatre-sanctuary
Hanson2016_792,Urban grid
Hanson2016_792,Walls
Hanson2016_793,Arch
Hanson2016_793,Baths
Hanson2016_793,Forum
Hanson2016_793,Temple
Hanson2016_793,Theatre
Hanson2016_793,Urban grid
Hanson2016_793,Walls
Hanson2016_794,Amphitheatre
Hanson2016_794,Amphitheatre
Hanson2016_794,Aqueduct
Hanson2016_794,Baths of Trajan or Janus
Hanson2016_794,Circus?
Hanson2016_794,Forum
Hanson2016_794,Harbour
Hanson2016_794,Macellum
Hanson2016_794,Stadium
Hanson2016_794,Temple of Augustus
Hanson2016_794,Temple of Bellona
Hanson2016_794,Temple of Cybele
Hanson2016_794,Temple of Dusares
Hanson2016_794,Temple of Heliopolitanus
Hanson2016_794,Temple of Honour
Hanson2016_794,Temple of Jupiter Dolichenus
Hanson2016_794,Temple of Jupiter Optimus Maximus
Hanson2016_794,Temple of Neptume
Hanson2016_794,Temple of Serapis
Hanson2016_794,Theatre
Hanson2016_794,Walls
Hanson2016_795,Amphitheatre
Hanson2016_795,Forum
Hanson2016_795,Harbour
Hanson2016_795,Urban grid?
Hanson2016_795,Walls
Hanson2016_797,Amphitheatre?
Hanson2016_797,Basilica?
Hanson2016_797,Forum?
Hanson2016_797,Temple of Apollo?
Hanson2016_797,Temple of Augustus
Hanson2016_797,Urban grid
Hanson2016_797,Walls
Hanson2016_797,Walls
Hanson2016_798,Acropolis
Hanson2016_798,Forum
Hanson2016_798,Temple ('capitolium')
Hanson2016_798,Temple of Hercules
Hanson2016_798,Temple of Juno Moneta?
Hanson2016_798,Urban grid
Hanson2016_798,Walls
Hanson2016_799,Amphitheatre
Hanson2016_799,Aqueduct
Hanson2016_799,Arch
Hanson2016_799,Baths
Hanson2016_799,Forum?
Hanson2016_799,Sanctuary
Hanson2016_799,Urban grid?
Hanson2016_799,Walls
Hanson2016_800,Bridge
Hanson2016_800,Bridge
Hanson2016_800,Temple?
Hanson2016_800,Walls
Hanson2016_801,Acropolis
Hanson2016_801,Amphitheatre
Hanson2016_801,Baths
Hanson2016_801,Bridge
Hanson2016_801,Forum
Hanson2016_801,Nymphaeum?
Hanson2016_801,Theatre
Hanson2016_801,Urban grid?
Hanson2016_801,Walls
Hanson2016_802,Amphitheatre
